-0.777000431197,51.2854080877,102443
-1.92816196357,52.6143223862,74929
-2.36571332997,53.3935179784,92716
-1.40000168112,53.0399411786,87326
-0.454667261144,50.9277933771,96388
-1.27201194496,53.0930638381,100377
0.791405548659,51.1284559662,110396
-2.116386308,53.4977956897,90599
-0.798070998228,51.7320592253,106546
-1.28629278911,51.9910679809,116666
0.1165883601,51.536791492,118078
-1.48848039979,53.576514734,84282
-1.40774266699,53.5426655258,88498
-3.16006079444,54.1901874188,90265
0.435563208925,51.6036129698,89187
-1.0658936398,51.2664810184,105741
-0.988588983642,53.3549205786,102799
-2.36673120927,51.3802414533,91456
-1.6845534948,53.7232547205,105330
-0.162049592865,51.4667206582,97531
-0.618012615466,51.5622795339,98915
0.0055113883268,51.3810021358,87431
-0.464270846776,52.1319035302,102909
-0.0731544994467,51.4967087475,128071
-1.93105878904,55.4328998182,74277
-0.047863429414,51.52671107,118947
-0.23077848888,53.7955288145,101557
0.428556821169,50.9431643639,99580
0.162961952537,51.4630482328,86830
-3.04108901629,53.3854284776,84831
-1.96550645705,52.4525181061,93921
-1.83742999199,52.5249978155,95542
-1.87052616538,52.442029451,113228
-1.81360157533,52.4891548698,117320
-1.89877604824,52.4885607036,115554
-1.96935577325,52.4068814711,98804
-1.91338600597,52.5258052501,105590
-1.90858379955,52.4236743918,100312
-1.8087088359,52.4615357996,104544
-1.97511957714,54.6003438662,85732
-2.49714482024,53.7439115096,101571
-2.23353578946,53.5160200646,109091
-3.0326161011,53.8581462856,83044
-3.03342626474,53.7983012954,80329
-1.71251277983,54.9321261161,85559
-1.55130465923,55.0920728182,81063
-0.638787436026,50.8023528293,98776
-1.30892484587,53.2020459743,92886
-2.4152211376,53.6038198781,90853
-2.41716517892,53.5520130733,97671
-2.51991368947,53.5763486571,92106
-2.99959110985,53.4692083276,97442
0.0615564275694,53.0329225947,98119
-1.39552306083,52.6150381903,98315
-1.82847120551,50.7380019073,93189
-1.90024566042,50.7455128316,91792
-0.799556410951,51.3778622217,108181
